titulo,apresentacao,condicao_clinica,confianca_extracao,contexto,cuidados,diluicao,dose,duracao,especialidade,fonte_arquivo,fonte_pagina,fonte_secao,frequencia,medicamento,modo_de_uso,observacoes,orientacoes,sinais_de_alerta,slug,status_revisao,subcondicao,tags,texto_original,tipo_de_conduta,via
Abdomen Agudo Obstrutivo — Controle de sinais vitais 6/6h,,Abdomen Agudo Obstrutivo,Baixa,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,6/6h,Controle de sinais vitais 6/6h,Controle de sinais vitais 6/6h,"Item numerado 11. Cabeçalho próximo: ",,,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-controle-de-sinais-vitais-6-6h-controle-de-sinais-vitais-6-6h,Revisão pendente,,,Controle de sinais vitais 6/6h,Conduta,
Abdomen Agudo Obstrutivo — Dextro 4/4h enquanto permanecer em jejum,,Abdomen Agudo Obstrutivo,Baixa,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,4/4h,Dextro 4/4h enquanto permanecer em jejum,Dextro 4/4h enquanto permanecer em jejum,"Item numerado 12. Cabeçalho próximo: ",,,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-dextro-4-4h-enquanto-permanecer-em-jejum-dextro-4-4h-enquanto-permanecer-em-jejum,Revisão pendente,,,Dextro 4/4h enquanto permanecer em jejum,Conduta,
Abdomen Agudo Obstrutivo — Soro glicosado 50% 40ml EV se dextro < 70,,Abdomen Agudo Obstrutivo,Alta,Não especificado,,Soro glicosado 50% 40ml EV se dextro < 70,,,Cirurgia Geral,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,,Soro glicosado 50% 40ml EV se dextro < 70,Soro glicosado 50% 40ml EV se dextro < 70,"Item numerado 13. Cabeçalho próximo: ",,,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-soro-glicosado-50-40ml-ev-se-dextro-70-soro-glicosado-50-40ml-ev-se-dextro-70,Revisão pendente,,,Soro glicosado 50% 40ml EV se dextro < 70,Prescrição,EV
Abdomen Agudo Obstrutivo — Cabeceira elevada em 45º,,Abdomen Agudo Obstrutivo,Baixa,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,,Cabeceira elevada em 45º,Cabeceira elevada em 45º,"Item numerado 14. Cabeçalho próximo: ",,,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-cabeceira-elevada-em-45o-cabeceira-elevada-em-45o,Revisão pendente,,,Cabeceira elevada em 45º,Conduta,
Abdomen Agudo Obstrutivo — Passagem de sonda nasogástrica,,Abdomen Agudo Obstrutivo,Baixa,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,,Passagem de sonda nasogástrica,"Passagem de sonda nasogástrica
Prescrição","Item numerado 15. Cabeçalho próximo: ",,,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-passagem-de-sonda-nasogastrica-passagem-de-sonda-nasogastrica-prescricao,Revisão pendente,,,"Passagem de sonda nasogástrica
Prescrição",Conduta,
Abscesso Cutâneo — Assepsia e antissepsia,,Abscesso Cutâneo,Baixa,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Assepsia e antissepsia,Assepsia e antissepsia;,Item numerado 1. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-assepsia-e-antissepsia-assepsia-e-antissepsia,Revisão pendente,,emergência,Assepsia e antissepsia;,Conduta,
Abscesso Cutâneo — Colocação de campos estéreis,,Abscesso Cutâneo,Baixa,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Colocação de campos estéreis,Colocação de campos estéreis;,Item numerado 2. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-colocacao-de-campos-estereis-colocacao-de-campos-estereis,Revisão pendente,,emergência,Colocação de campos estéreis;,Conduta,
Abscesso Cutâneo — Infiltração com lidocaína 2%,,Abscesso Cutâneo,Baixa,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Infiltração com lidocaína 2%,Infiltração com lidocaína 2%;,Item numerado 3. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-infiltracao-com-lidocaina-2-infiltracao-com-lidocaina-2,Revisão pendente,,emergência,Infiltração com lidocaína 2%;,Conduta,
Abscesso Cutâneo — Incisão única (se for possível) e linear para,,Abscesso Cutâneo,Baixa,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Incisão única (se for possível) e linear para,"Incisão única (se for possível) e linear para
drenagem;",Item numerado 4. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-incisao-unica-se-for-possivel-e-linear-para-incisao-unica-se-for-possivel-e-linear-para-drenagem,Revisão pendente,,emergência,"Incisão única (se for possível) e linear para
drenagem;",Conduta,
Abscesso Cutâneo — Fechamento por segunda intenção,,Abscesso Cutâneo,Baixa,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Fechamento por segunda intenção,Fechamento por segunda intenção;,Item numerado 5. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-fechamento-por-segunda-intencao-fechamento-por-segunda-intencao,Revisão pendente,,emergência,Fechamento por segunda intenção;,Conduta,
Abscesso Cutâneo — Curativo estéril.,,Abscesso Cutâneo,Baixa,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Curativo estéril.,"Curativo estéril.
USO ORAL
Se indicação de antibiótico:",Item numerado 6. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-curativo-esteril-curativo-esteril-uso-oral-se-indicacao-de-antibiotico,Revisão pendente,,emergência,"Curativo estéril.
USO ORAL
Se indicação de antibiótico:",Conduta,
Abscesso Cutâneo — Amoxicilina + clavulanato 875+125mg,,Abscesso Cutâneo,Média,PS / Alta,,,,por 07 dias,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Amoxicilina + clavulanato 875+125mg,"Amoxicilina + clavulanato 875+125mg
Tomar 01 cp de 12 em 12 horas por 07 dias.
Sintomáticos:",Item numerado 1. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-amoxicilina-clavulanato-875-125mg-amoxicilina-clavulanato-875-125mg-tomar-01-cp-de-12-em-12-horas-por-07-dias-s,Revisão pendente,,"antibiótico, emergência","Amoxicilina + clavulanato 875+125mg
Tomar 01 cp de 12 em 12 horas por 07 dias.
Sintomáticos:",Prescrição,
Abscesso Cutâneo — Dipirona 1 g,,Abscesso Cutâneo,Média,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Dipirona 1 g,"Dipirona 1 g - cp
Tomar 01 cp de 6 em 6 horas se dor ou febre",Item numerado 2. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-dipirona-1-g-dipirona-1-g-cp-tomar-01-cp-de-6-em-6-horas-se-dor-ou-febre,Revisão pendente,,"analgésico, emergência","Dipirona 1 g - cp
Tomar 01 cp de 6 em 6 horas se dor ou febre",Prescrição,
Abscesso Cutâneo — Ibuprofeno 600 mg,,Abscesso Cutâneo,Média,PS / Alta,,,,"por até 05
dias",Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Ibuprofeno 600 mg,"Ibuprofeno 600 mg - cp
Tomar 01 cp de 8 em 8 horas se dor por até 05
dias.",Item numerado 3. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-ibuprofeno-600-mg-ibuprofeno-600-mg-cp-tomar-01-cp-de-8-em-8-horas-se-dor-por-ate-05-dias,Revisão pendente,,"analgésico, emergência","Ibuprofeno 600 mg - cp
Tomar 01 cp de 8 em 8 horas se dor por até 05
dias.",Prescrição,
Abscesso Cutâneo — Ondansetrona 4 mg,,Abscesso Cutâneo,Média,PS / Alta,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,23,Cirurgia Geral > Abscesso Cutâneo,,Ondansetrona 4 mg,"Ondansetrona 4 mg - cp
Tomar 01 cp de 8 em 8 horas se náuseas ou
vômitos.",Item numerado 4. Cabeçalho próximo: Receita de Alta,,,pdf-cirurgia-geral-abscesso-cutaneo-ondansetrona-4-mg-ondansetrona-4-mg-cp-tomar-01-cp-de-8-em-8-horas-se-nauseas-ou-vomitos,Revisão pendente,,emergência,"Ondansetrona 4 mg - cp
Tomar 01 cp de 8 em 8 horas se náuseas ou
vômitos.",Prescrição,
Abscesso Cutâneo — Amoxicilina + clavulanato 875+125mg,,Abscesso Cutâneo,Média,Não especificado,,,,por 07 dias,Cirurgia Geral,PDF Guia Prático de Prescrições,24,Cirurgia Geral > Abscesso Cutâneo,,Amoxicilina + clavulanato 875+125mg,"Amoxicilina + clavulanato 875+125mg - cp
Tomar 01 cp de 12 em 12 horas por 07 dias.
OU",Item numerado 1. Cabeçalho próximo: Uso Oral,,,pdf-cirurgia-geral-abscesso-cutaneo-amoxicilina-clavulanato-875-125mg-amoxicilina-clavulanato-875-125mg-cp-tomar-01-cp-de-12-em-12-horas-por-07-di,Revisão pendente,,antibiótico,"Amoxicilina + clavulanato 875+125mg - cp
Tomar 01 cp de 12 em 12 horas por 07 dias.
OU",Prescrição,
Abscesso Cutâneo — Cefalexina 500mg,,Abscesso Cutâneo,Média,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,24,Cirurgia Geral > Abscesso Cutâneo,,Cefalexina 500mg,"Cefalexina 500mg - cp
Tomar 01 cp de 6 em 6 horas por 07-10 dias.
OU",Item numerado 2. Cabeçalho próximo: Uso Oral,,,pdf-cirurgia-geral-abscesso-cutaneo-cefalexina-500mg-cefalexina-500mg-cp-tomar-01-cp-de-6-em-6-horas-por-07-10-dias-ou,Revisão pendente,,antibiótico,"Cefalexina 500mg - cp
Tomar 01 cp de 6 em 6 horas por 07-10 dias.
OU",Prescrição,
Abscesso Cutâneo — SMX+TMP 400+80mg,,Abscesso Cutâneo,Média,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,24,Cirurgia Geral > Abscesso Cutâneo,,SMX+TMP 400+80mg,"SMX+TMP 400+80mg - cp
Tomar 02 cp de 12 em 12 horas por 07-10 dias.
OU",Item numerado 3. Cabeçalho próximo: Uso Oral,,,pdf-cirurgia-geral-abscesso-cutaneo-smx-tmp-400-80mg-smx-tmp-400-80mg-cp-tomar-02-cp-de-12-em-12-horas-por-07-10-dias-ou,Revisão pendente,,,"SMX+TMP 400+80mg - cp
Tomar 02 cp de 12 em 12 horas por 07-10 dias.
OU",Prescrição,
Abscesso Cutâneo — Clindamicina 300mg,,Abscesso Cutâneo,Média,Não especificado,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,24,Cirurgia Geral > Abscesso Cutâneo,,Clindamicina 300mg,"Clindamicina 300mg - cp
Tomar 02 cp de 8 em 8 horas por 07-10 dias.",Item numerado 4. Cabeçalho próximo: Uso Oral,,,pdf-cirurgia-geral-abscesso-cutaneo-clindamicina-300mg-clindamicina-300mg-cp-tomar-02-cp-de-8-em-8-horas-por-07-10-dias,Revisão pendente,,antibiótico,"Clindamicina 300mg - cp
Tomar 02 cp de 8 em 8 horas por 07-10 dias.",Prescrição,
Apendicite Aguda — Jejum,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Jejum,Jejum,Item numerado 1. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-jejum-jejum,Revisão pendente,,emergência,Jejum,Conduta,
"Apendicite Aguda — SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml",,Apendicite Aguda,Alta,PS,,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml",,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,12/12h,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml","SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml
EV 12/12h",Item numerado 2. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-sg-5-1-000ml-nacl-20-40ml-kcl-19-1-10ml-sg-5-1-000ml-nacl-20-40ml-kcl-19-1-10ml-ev-12-12h,Revisão pendente,,emergência,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml
EV 12/12h",Prescrição,EV
Apendicite Aguda — Ceftriaxone 1g EV 12/12h,,Apendicite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,12/12h,Ceftriaxone 1g EV 12/12h,Ceftriaxone 1g EV 12/12h,Item numerado 3. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-ceftriaxone-1g-ev-12-12h-ceftriaxone-1g-ev-12-12h,Revisão pendente,,"antibiótico, emergência",Ceftriaxone 1g EV 12/12h,Prescrição,EV
Apendicite Aguda — Metronidazol 500mg EV 8/8h,,Apendicite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,8/8h,Metronidazol 500mg EV 8/8h,Metronidazol 500mg EV 8/8h,Item numerado 4. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-metronidazol-500mg-ev-8-8h-metronidazol-500mg-ev-8-8h,Revisão pendente,,emergência,Metronidazol 500mg EV 8/8h,Prescrição,EV
Apendicite Aguda — Dipirona 1g EV 6/6h se dor ou febre,,Apendicite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,6/6h,Dipirona 1g EV 6/6h se dor ou febre,Dipirona 1g EV 6/6h se dor ou febre,Item numerado 5. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-dipirona-1g-ev-6-6h-se-dor-ou-febre-dipirona-1g-ev-6-6h-se-dor-ou-febre,Revisão pendente,,"analgésico, emergência",Dipirona 1g EV 6/6h se dor ou febre,Prescrição,EV
Apendicite Aguda — Tramadol 100mg EV 8/8h se dor intensa,,Apendicite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,8/8h,Tramadol 100mg EV 8/8h se dor intensa,Tramadol 100mg EV 8/8h se dor intensa,Item numerado 6. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-tramadol-100mg-ev-8-8h-se-dor-intensa-tramadol-100mg-ev-8-8h-se-dor-intensa,Revisão pendente,,"analgésico, emergência",Tramadol 100mg EV 8/8h se dor intensa,Prescrição,EV
Apendicite Aguda — Ondansetrona 8mg EV 8/8h se náuseas/vômitos,,Apendicite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,8/8h,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Item numerado 7. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos,Revisão pendente,,emergência,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Prescrição,EV
Apendicite Aguda — Controle de sinais vitais 6/6h,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,6/6h,Controle de sinais vitais 6/6h,Controle de sinais vitais 6/6h,Item numerado 8. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-controle-de-sinais-vitais-6-6h-controle-de-sinais-vitais-6-6h,Revisão pendente,,emergência,Controle de sinais vitais 6/6h,Conduta,
Apendicite Aguda — Dextro 4/4h enquanto permanecer em jejum,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,4/4h,Dextro 4/4h enquanto permanecer em jejum,Dextro 4/4h enquanto permanecer em jejum,Item numerado 9. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-dextro-4-4h-enquanto-permanecer-em-jejum-dextro-4-4h-enquanto-permanecer-em-jejum,Revisão pendente,,emergência,Dextro 4/4h enquanto permanecer em jejum,Conduta,
Apendicite Aguda — Soro glicosado 50% 40ml EV se dextro < 70,,Apendicite Aguda,Alta,PS,,Soro glicosado 50% 40ml EV se dextro < 70,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Soro glicosado 50% 40ml EV se dextro < 70,Soro glicosado 50% 40ml EV se dextro < 70,Item numerado 10. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-soro-glicosado-50-40ml-ev-se-dextro-70-soro-glicosado-50-40ml-ev-se-dextro-70,Revisão pendente,,emergência,Soro glicosado 50% 40ml EV se dextro < 70,Prescrição,EV
Apendicite Aguda — Cabeceira elevada em 45º,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Cabeceira elevada em 45º,"Cabeceira elevada em 45º
Conduta no PS",Item numerado 11. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-cabeceira-elevada-em-45o-cabeceira-elevada-em-45o-conduta-no-ps,Revisão pendente,,emergência,"Cabeceira elevada em 45º
Conduta no PS",Conduta,
Apendicite Aguda — Internação,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Internação,Internação,Item numerado 1. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-internacao-internacao,Revisão pendente,,emergência,Internação,Conduta,
Apendicite Aguda — Avaliação da cirurgia geral,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Avaliação da cirurgia geral,Avaliação da cirurgia geral,Item numerado 2. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-avaliacao-da-cirurgia-geral-avaliacao-da-cirurgia-geral,Revisão pendente,,emergência,Avaliação da cirurgia geral,Conduta,
Apendicite Aguda — Antibioticoterapia EV,,Apendicite Aguda,Média,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Antibioticoterapia EV,Antibioticoterapia EV,Item numerado 3. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-antibioticoterapia-ev-antibioticoterapia-ev,Revisão pendente,,emergência,Antibioticoterapia EV,Prescrição,EV
Apendicite Aguda — Controle de sintomas,,Apendicite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,25,Cirurgia Geral > Apendicite Aguda,,Controle de sintomas,Controle de sintomas,Item numerado 5. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-apendicite-aguda-controle-de-sintomas-controle-de-sintomas,Revisão pendente,,emergência,Controle de sintomas,Conduta,
Colecistite Aguda — Jejum,,Colecistite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,,Jejum,Jejum,Item numerado 1. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-jejum-jejum,Revisão pendente,,emergência,Jejum,Conduta,
"Colecistite Aguda — SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml",,Colecistite Aguda,Alta,PS,,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml",,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,12/12h,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml","SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml
EV 12/12h",Item numerado 2. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-sg-5-1-000ml-nacl-20-40ml-kcl-19-1-10ml-sg-5-1-000ml-nacl-20-40ml-kcl-19-1-10ml-ev-12-12h,Revisão pendente,,emergência,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml
EV 12/12h",Prescrição,EV
Colecistite Aguda — Ceftriaxone 1g EV 12/12h,,Colecistite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,12/12h,Ceftriaxone 1g EV 12/12h,Ceftriaxone 1g EV 12/12h,Item numerado 3. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-ceftriaxone-1g-ev-12-12h-ceftriaxone-1g-ev-12-12h,Revisão pendente,,"antibiótico, emergência",Ceftriaxone 1g EV 12/12h,Prescrição,EV
Colecistite Aguda — Metronidazol 500mg EV 8/8h,,Colecistite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,8/8h,Metronidazol 500mg EV 8/8h,Metronidazol 500mg EV 8/8h,Item numerado 4. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-metronidazol-500mg-ev-8-8h-metronidazol-500mg-ev-8-8h,Revisão pendente,,emergência,Metronidazol 500mg EV 8/8h,Prescrição,EV
Colecistite Aguda — Dipirona 1g EV 6/6h se dor ou febre,,Colecistite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,6/6h,Dipirona 1g EV 6/6h se dor ou febre,Dipirona 1g EV 6/6h se dor ou febre,Item numerado 5. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-dipirona-1g-ev-6-6h-se-dor-ou-febre-dipirona-1g-ev-6-6h-se-dor-ou-febre,Revisão pendente,,"analgésico, emergência",Dipirona 1g EV 6/6h se dor ou febre,Prescrição,EV
Colecistite Aguda — Tramadol 100mg EV 8/8h se dor intensa,,Colecistite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,8/8h,Tramadol 100mg EV 8/8h se dor intensa,Tramadol 100mg EV 8/8h se dor intensa,Item numerado 6. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-tramadol-100mg-ev-8-8h-se-dor-intensa-tramadol-100mg-ev-8-8h-se-dor-intensa,Revisão pendente,,"analgésico, emergência",Tramadol 100mg EV 8/8h se dor intensa,Prescrição,EV
Colecistite Aguda — Ondansetrona 8mg EV 8/8h se náuseas/vômitos,,Colecistite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,8/8h,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Item numerado 7. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos,Revisão pendente,,emergência,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Prescrição,EV
Colecistite Aguda — Controle de sinais vitais 6/6h,,Colecistite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,6/6h,Controle de sinais vitais 6/6h,Controle de sinais vitais 6/6h,Item numerado 8. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-controle-de-sinais-vitais-6-6h-controle-de-sinais-vitais-6-6h,Revisão pendente,,emergência,Controle de sinais vitais 6/6h,Conduta,
Colecistite Aguda — Dextro 4/4h enquanto permanecer em jejum,,Colecistite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,4/4h,Dextro 4/4h enquanto permanecer em jejum,Dextro 4/4h enquanto permanecer em jejum,Item numerado 9. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-dextro-4-4h-enquanto-permanecer-em-jejum-dextro-4-4h-enquanto-permanecer-em-jejum,Revisão pendente,,emergência,Dextro 4/4h enquanto permanecer em jejum,Conduta,
Colecistite Aguda — Soro glicosado 50% 40ml EV se dextro < 70,,Colecistite Aguda,Alta,PS,,Soro glicosado 50% 40ml EV se dextro < 70,,,Cirurgia Geral,PDF Guia Prático de Prescrições,27,Cirurgia Geral > Colecistite Aguda,,Soro glicosado 50% 40ml EV se dextro < 70,Soro glicosado 50% 40ml EV se dextro < 70,Item numerado 10. Cabeçalho próximo: Conduta no PS,,,pdf-cirurgia-geral-colecistite-aguda-soro-glicosado-50-40ml-ev-se-dextro-70-soro-glicosado-50-40ml-ev-se-dextro-70,Revisão pendente,,emergência,Soro glicosado 50% 40ml EV se dextro < 70,Prescrição,EV
