titulo,especialidade,condicao_clinica,subcondicao,contexto,tipo_de_conduta,medicamento,apresentacao,dose,via,frequencia,duracao,diluicao,modo_de_uso,orientacoes,sinais_de_alerta,cuidados,observacoes,tags,fonte_arquivo,fonte_pagina,fonte_secao,texto_original,confianca_extracao,status_revisao,slug
Abdomen Agudo Obstrutivo — Avaliação da cirurgia geral,Cirurgia Geral,Abdomen Agudo Obstrutivo,,PS,Conduta,Avaliação da cirurgia geral,,,,,,,Avaliação da cirurgia geral,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 2. Cabeçalho próximo: Conduta no PS | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,21,Cirurgia Geral > Abdomen Agudo Obstrutivo,Avaliação da cirurgia geral,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-avaliacao-da-cirurgia-geral-avaliacao-da-cirurgia-geral
Abdomen Agudo Obstrutivo — Jejum,Cirurgia Geral,Abdomen Agudo Obstrutivo,,PS,Conduta,Jejum,,,,,,,Jejum,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 3. Cabeçalho próximo: Conduta no PS | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,21,Cirurgia Geral > Abdomen Agudo Obstrutivo,Jejum,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-jejum-jejum
Abdomen Agudo Obstrutivo — Sondagem nasogástrica,Cirurgia Geral,Abdomen Agudo Obstrutivo,,PS,Conduta,Sondagem nasogástrica,,,,,,,Sondagem nasogástrica,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 4. Cabeçalho próximo: Conduta no PS | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,21,Cirurgia Geral > Abdomen Agudo Obstrutivo,Sondagem nasogástrica,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-sondagem-nasogastrica-sondagem-nasogastrica
Abdomen Agudo Obstrutivo — Correção de distúrbios hidroeletrolíticos,Cirurgia Geral,Abdomen Agudo Obstrutivo,,PS,Conduta,Correção de distúrbios hidroeletrolíticos,,,,,,,Correção de distúrbios hidroeletrolíticos,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 5. Cabeçalho próximo: Conduta no PS | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,21,Cirurgia Geral > Abdomen Agudo Obstrutivo,Correção de distúrbios hidroeletrolíticos,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-correcao-de-disturbios-hidroeletroliticos-correcao-de-disturbios-hidroeletroliticos
Abdomen Agudo Obstrutivo — Antibioticoterapia,Cirurgia Geral,Abdomen Agudo Obstrutivo,,PS,Conduta,Antibioticoterapia,,,,,,,Antibioticoterapia,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 6. Cabeçalho próximo: Conduta no PS | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,21,Cirurgia Geral > Abdomen Agudo Obstrutivo,Antibioticoterapia,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-antibioticoterapia-antibioticoterapia
Abdomen Agudo Obstrutivo — Controle de sintomas,Cirurgia Geral,Abdomen Agudo Obstrutivo,,PS,Conduta,Controle de sintomas,,,,,,,Controle de sintomas,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 7. Cabeçalho próximo: Conduta no PS | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,21,Cirurgia Geral > Abdomen Agudo Obstrutivo,Controle de sintomas,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-controle-de-sintomas-controle-de-sintomas
"Abdomen Agudo Obstrutivo — SF 0,9% 1000 ml",Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,"SF 0,9% 1000 ml","0,9%",1000 ml,EV,,,"SF 0,9% 1000 ml - EV em 1 hora, se desidratação","SF 0,9% 1000 ml - EV em 1 hora, se desidratação","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 2. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,"SF 0,9% 1000 ml - EV em 1 hora, se desidratação",Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-sf-0-9-1000-ml-sf-0-9-1000-ml-ev-em-1-hora-se-desidratacao
"Abdomen Agudo Obstrutivo — SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml",Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml",5%,1.000ml,EV,12/12h,,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml","SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml
EV 12/12h","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 3. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml
EV 12/12h",Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-sg-5-1-000ml-nacl-20-40ml-kcl-19-1-10ml-sg-5-1-000ml-nacl-20-40ml-kcl-19-1-10ml-ev-12-12h
Abdomen Agudo Obstrutivo — Ceftriaxone 1g EV 12/12h,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Ceftriaxone 1g EV 12/12h,1g,1g,EV,12/12h,,,Ceftriaxone 1g EV 12/12h,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 4. Cabeçalho próximo:,antibiótico,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Ceftriaxone 1g EV 12/12h,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-ceftriaxone-1g-ev-12-12h-ceftriaxone-1g-ev-12-12h
Abdomen Agudo Obstrutivo — Metronidazol 500mg EV 8/8h,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Metronidazol 500mg EV 8/8h,500mg,500mg,EV,8/8h,,,Metronidazol 500mg EV 8/8h,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 5. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Metronidazol 500mg EV 8/8h,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-metronidazol-500mg-ev-8-8h-metronidazol-500mg-ev-8-8h
Abdomen Agudo Obstrutivo — Dipirona 1g EV 6/6h se dor ou febre,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Dipirona 1g EV 6/6h se dor ou febre,1g,1g,EV,6/6h,,,Dipirona 1g EV 6/6h se dor ou febre,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 6. Cabeçalho próximo:,analgésico,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Dipirona 1g EV 6/6h se dor ou febre,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-dipirona-1g-ev-6-6h-se-dor-ou-febre-dipirona-1g-ev-6-6h-se-dor-ou-febre
Abdomen Agudo Obstrutivo — Tramadol 100mg EV 8/8h se dor intensa,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Tramadol 100mg EV 8/8h se dor intensa,100mg,100mg,EV,8/8h,,,Tramadol 100mg EV 8/8h se dor intensa,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 7. Cabeçalho próximo:,analgésico,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Tramadol 100mg EV 8/8h se dor intensa,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-tramadol-100mg-ev-8-8h-se-dor-intensa-tramadol-100mg-ev-8-8h-se-dor-intensa
Abdomen Agudo Obstrutivo — Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,8mg,8mg,EV,8/8h,,,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 8. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos
Abdomen Agudo Obstrutivo — Omeprazol 40 mg,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Omeprazol 40 mg,40 mg,40 mg,EV,,,,Omeprazol 40 mg - EV,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 9. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Omeprazol 40 mg - EV,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-omeprazol-40-mg-omeprazol-40-mg-ev
Abdomen Agudo Obstrutivo — Escopolamina 20 mg,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Escopolamina 20 mg,20 mg,20 mg,EV,de 8/8h; 8/8h,,,"Escopolamina 20 mg - EV, de 8/8h","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 10. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,"Escopolamina 20 mg - EV, de 8/8h",Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-escopolamina-20-mg-escopolamina-20-mg-ev-de-8-8h
Abdomen Agudo Obstrutivo — Controle de sinais vitais 6/6h,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Conduta,Controle de sinais vitais 6/6h,,,,6/6h,,,Controle de sinais vitais 6/6h,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 11. Cabeçalho próximo: | Revisão automática: item exige validação clínica/protocolo local antes de uso.,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Controle de sinais vitais 6/6h,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-controle-de-sinais-vitais-6-6h-controle-de-sinais-vitais-6-6h
Abdomen Agudo Obstrutivo — Dextro 4/4h enquanto permanecer em jejum,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Conduta,Dextro 4/4h enquanto permanecer em jejum,,,,4/4h,,,Dextro 4/4h enquanto permanecer em jejum,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 12. Cabeçalho próximo: | Revisão automática: item exige validação clínica/protocolo local antes de uso.,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Dextro 4/4h enquanto permanecer em jejum,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-dextro-4-4h-enquanto-permanecer-em-jejum-dextro-4-4h-enquanto-permanecer-em-jejum
Abdomen Agudo Obstrutivo — Soro glicosado 50% 40ml EV se dextro < 70,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Prescrição,Soro glicosado 50% 40ml EV se dextro < 70,50%,40ml,EV,,,Soro glicosado 50% 40ml EV se dextro < 70,Soro glicosado 50% 40ml EV se dextro < 70,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 13. Cabeçalho próximo:,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Soro glicosado 50% 40ml EV se dextro < 70,Alta,Revisado,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-soro-glicosado-50-40ml-ev-se-dextro-70-soro-glicosado-50-40ml-ev-se-dextro-70
Abdomen Agudo Obstrutivo — Cabeceira elevada em 45,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Conduta,Cabeceira elevada em 45,,,,,,,Cabeceira elevada em 45,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 14. Cabeçalho próximo: | Revisão automática: item exige validação clínica/protocolo local antes de uso.,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,Cabeceira elevada em 45,Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-cabeceira-elevada-em-45o-cabeceira-elevada-em-45o
Abdomen Agudo Obstrutivo — Passagem de sonda nasogástrica,Cirurgia Geral,Abdomen Agudo Obstrutivo,,Não especificado,Conduta,Passagem de sonda nasogástrica,,,,,,,"Passagem de sonda nasogástrica
Prescrição","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 15. Cabeçalho próximo: | Revisão automática: item exige validação clínica/protocolo local antes de uso.,,PDF Guia Prático de Prescrições,22,Cirurgia Geral > Abdomen Agudo Obstrutivo,"Passagem de sonda nasogástrica
Prescrição",Baixa,Não usar sem validação,pdf-cirurgia-geral-abdomen-agudo-obstrutivo-passagem-de-sonda-nasogastrica-passagem-de-sonda-nasogastrica-prescricao
